"","rgn_id","habitat","boolean"
"277","10206","Playas y dunas",1
"278","05101","Bentonico",1
"279","01404","Bosques y matorrales",1
"280","16202","Playas y dunas",1
"281","05606","Playas y dunas",1
"282","16203","Bosques y matorrales",1
"283","10303","Playas y dunas",1
"284","14102","Playas y dunas",1
"285","05403","Bosques y matorrales",1
"286","09116","Playas y dunas",1
"287","05107","Playas y dunas",1
"288","10106","Bentonico",1
"289","08107","Bosques y matorrales",1
"290","05405","Playas y dunas",1
"291","12303","Marismas y humedales",1
"292","05405","Bosques y matorrales",1
"293","10101","Playas y dunas",1
"294","07103","Playas y dunas",1
"295","08106","Bosques y matorrales",1
"296","14201","Playas y dunas",1
"297","10403","Macrocystis",1
"298","05103","Bentonico",1
"299","10401","Marismas y humedales",1
"300","08102","Bosques y matorrales",1
"301","12103","Marismas y humedales",1
"302","08206","Bentonico",1
"303","09117","Bosques y matorrales",1
"304","05403","Playas y dunas",1
"305","05104","Playas y dunas",1
"306","07303","Bosques y matorrales",1
"307","08106","Pastos marinos",1
"308","07102","Bosques y matorrales",1
"309","09117","Playas y dunas",1
"310","10401","Macrocystis",1
"311","05602","Playas y dunas",1
"312","10208","Macrocystis",1
"313","10203","Playas y dunas",1
"314","06206","Bosques y matorrales",1
"315","05401","Bosques y matorrales",1
"316","11203","Macrocystis",1
"317","05103","Pastos marinos",1
"318","09102","Bentonico",1
"319","05603","Bentonico",1
"320","12301","Macrocystis",1
"321","09118","Playas y dunas",1
"322","08112","Bosques y matorrales",1
"323","06203","Bosques y matorrales",1
"324","04203","Bosques y matorrales",1
"325","05102","Bosques y matorrales",1
"326","06205","Bosques y matorrales",1
"327","12101","Bentonico",1
"328","05601","Bentonico",1
"329","09102","Pastos marinos",1
"330","12402","Macrocystis",1
"331","08201","Playas y dunas",1
"332","08107","Bentonico",1
"333","05606","Bosques y matorrales",1
"334","04202","Playas y dunas",1
"335","04203","Pastos marinos",1
"336","05101","Bosques y matorrales",1
"337","09118","Bosques y matorrales",1
"338","10109","Bosques y matorrales",1
"339","10305","Playas y dunas",1
"340","08203","Bosques y matorrales",1
"341","08112","Bentonico",1
"342","12201","Marismas y humedales",1
"343","08203","Playas y dunas",1
"344","10102","Playas y dunas",1
"345","12302","Bosques y matorrales",1
"346","05201","Bosques y matorrales",1
"347","04203","Playas y dunas",1
"348","04101","Playas y dunas",1
"349","07309","Bosques y matorrales",1
"350","05604","Bentonico",1
"351","05403","Pastos marinos",1
"352","11201","Marismas y humedales",1
"353","07303","Bentonico",1
"354","09102","Bosques y matorrales",1
"355","05606","Bentonico",1
"356","02102","Bosques y matorrales",1
"357","05602","Bentonico",1
"358","10207","Playas y dunas",1
"359","10104","Bentonico",1
"360","10104","Bosques y matorrales",1
"361","08110","Bosques y matorrales",1
"362","14101","Playas y dunas",1
"363","05605","Bentonico",1
"364","14106","Bosques y matorrales",1
"365","11201","Bentonico",1
"366","11202","Macrocystis",1
"367","08102","Playas y dunas",1
"368","11303","Marismas y humedales",1
"369","05104","Bosques y matorrales",1
"370","10305","Bosques y matorrales",1
"371","05403","Bentonico",1
"372","06203","Bentonico",1
"373","06206","Bentonico",1
"374","07102","Bentonico",1
"375","11201","Playas y dunas",1
"376","06201","Bosques y matorrales",1
"377","12301","Bosques y matorrales",1
"378","14106","Playas y dunas",1
"379","07103","Bentonico",1
"380","10204","Bosques y matorrales",1
"381","11202","Playas y dunas",1
"382","08207","Bosques y matorrales",1
"383","06205","Bentonico",1
"384","16202","Bosques y matorrales",1
"385","04102","Pastos marinos",1
"386","05107","Bentonico",1
"387","12402","Bosques y matorrales",1
"388","10305","Bentonico",1
"389","05102","Pastos marinos",1
"390","14101","Bentonico",1
"391","04202","Pastos marinos",1
"392","14201","Bosques y matorrales",1
"393","14101","Bosques y matorrales",1
"394","10306","Playas y dunas",1
"395","05102","Bentonico",1
"396","08111","Bosques y matorrales",1
"397","10303","Bentonico",1
"398","05405","Bentonico",1
"399","05101","Pastos marinos",1
"400","08111","Bentonico",1
"401","08110","Bentonico",1
"402","05405","Pastos marinos",1
"403","05107","Pastos marinos",1
"404","12104","Bosques y matorrales",1
"405","12101","Marismas y humedales",1
"406","10206","Bosques y matorrales",1
"407","08207","Bentonico",1
"408","04102","Playas y dunas",1
"409","10303","Bosques y matorrales",1
"410","05105","Bentonico",1
"411","14201","Bentonico",1
"412","08202","Bentonico",1
"413","05109","Pastos marinos",1
"414","15102","Playas y dunas",1
"415","08202","Bosques y matorrales",1
"416","11201","Macrocystis",1
"417","08203","Bentonico",1
"418","04301","Playas y dunas",1
"419","12401","Marismas y humedales",1
"420","07309","Bentonico",1
"421","10106","Bosques y matorrales",1
"422","07203","Bentonico",1
"423","15101","Playas y dunas",1
"424","05105","Pastos marinos",1
"425","08201","Bosques y matorrales",1
"426","14102","Bentonico",1
"427","03101","Playas y dunas",1
"428","12302","Playas y dunas",1
"429","08106","Playas y dunas",1
"430","10306","Bosques y matorrales",1
"431","05401","Bentonico",1
"432","14102","Bosques y matorrales",1
"433","10403","Playas y dunas",1
"434","10210","Bosques y matorrales",1
"435","10201","Bosques y matorrales",1
"436","08202","Playas y dunas",1
"437","10101","Bosques y matorrales",1
"438","10203","Bosques y matorrales",1
"439","10205","Bosques y matorrales",1
"440","04104","Playas y dunas",1
"441","16202","Bentonico",1
"442","07202","Playas y dunas",1
"443","08202","Pastos marinos",1
"444","04101","Bentonico",1
"445","12103","Playas y dunas",1
"446","03304","Playas y dunas",1
"447","10401","Playas y dunas",1
"448","15101","Bentonico",1
"449","03201","Playas y dunas",1
"450","02104","Pastos marinos",1
"451","12301","Playas y dunas",1
"452","10306","Bentonico",1
"453","03101","Bentonico",1
"454","06201","Bentonico",1
"455","12303","Playas y dunas",1
"456","03303","Playas y dunas",1
"457","15102","Bentonico",1
"458","10108","Bosques y matorrales",1
"459","07203","Playas y dunas",1
"460","01404","Playas y dunas",1
"461","02102","Pastos marinos",1
"462","04102","Bentonico",1
"463","12303","Macrocystis",1
"464","10209","Bosques y matorrales",1
"465","02102","Playas y dunas",1
"466","04202","Bentonico",1
"467","04203","Bentonico",1
"468","10207","Bosques y matorrales",1
"469","10103","Bosques y matorrales",1
"470","10102","Bosques y matorrales",1
"471","03201","Bentonico",1
"472","01101","Pastos marinos",1
"473","02301","Playas y dunas",1
"474","04104","Bentonico",1
"475","03102","Pastos marinos",1
"476","02102","Bentonico",1
"477","07102","Playas y dunas",1
"478","11303","Playas y dunas",1
"479","12103","Macrocystis",1
"480","03304","Bentonico",1
"481","01101","Playas y dunas",1
"482","10202","Bosques y matorrales",1
"483","12104","Playas y dunas",1
"484","03303","Bentonico",1
"485","02101","Playas y dunas",1
"486","08201","Bentonico",1
"487","12201","Playas y dunas",1
"488","03102","Playas y dunas",1
"489","01404","Bentonico",1
"490","04301","Bentonico",1
"491","12303","Bosques y matorrales",1
"492","02104","Playas y dunas",1
"493","10403","Bosques y matorrales",1
"494","11303","Macrocystis",1
"495","03102","Bentonico",1
"496","12101","Playas y dunas",1
"497","02301","Bentonico",1
"498","11203","Bosques y matorrales",1
"499","01101","Bentonico",1
"500","02101","Bentonico",1
"501","12201","Macrocystis",1
"502","02104","Bentonico",1
"503","10401","Bosques y matorrales",1
"504","10208","Bosques y matorrales",1
"505","12401","Playas y dunas",1
"506","12101","Macrocystis",1
"507","11303","Bosques y matorrales",1
"508","12103","Bosques y matorrales",1
"509","12201","Bosques y matorrales",1
"510","12401","Macrocystis",1
"511","11202","Bosques y matorrales",1
"512","12101","Bosques y matorrales",1
"513","11201","Bosques y matorrales",1
"514","12401","Bosques y matorrales",1
