"rgn_id","sector","year","gdp"
"08110","Alojamiento","2024",234722547.828873
"08110","Alojamiento","2020",0
"08110","Alojamiento","2021",0
"02104","Alojamiento","2022",687779986.624867
"02104","Alojamiento","2023",1645616815.45625
"02104","Alojamiento","2024",1845308747.81986
"02104","Alojamiento","2020",506022596.799408
"02104","Alojamiento","2021",677887869.447517
"09117","Alojamiento","2022",90460164.8925334
"09117","Alojamiento","2023",334199582.96725
"09117","Alojamiento","2024",198667614.089891
"09117","Alojamiento","2020",0
"09117","Alojamiento","2021",0
"08207","Alojamiento","2022",32851326.5175334
"08207","Alojamiento","2023",0
"08207","Alojamiento","2024",0
"08207","Alojamiento","2020",45462908.3088249
"08207","Alojamiento","2021",10318025.5145833
"02301","Alojamiento","2022",0
"02301","Alojamiento","2023",0
"02301","Alojamiento","2024",0
"02301","Alojamiento","2020",822578123.880974
"02301","Alojamiento","2021",0
"09118","Turismo","2022",85185425.3169334
"09118","Turismo","2023",74064177.4708333
"09118","Turismo","2024",30843917.3432728
"09118","Turismo","2020",0
"09118","Turismo","2021",67758361.8067001
"09118","Pesca","2022",947044702.494001
"09118","Pesca","2023",0
"09118","Pesca","2024",108693650.327564
"09118","Pesca","2020",0
"09118","Pesca","2021",421725192.682934
"08111","Pesca","2022",0
"08111","Pesca","2023",0
"08111","Pesca","2024",1599608744.63753
"08111","Pesca","2020",0
"08111","Pesca","2021",0
"08111","Alojamiento","2022",345312415.412067
"08111","Alojamiento","2023",311908028.124875
"08111","Alojamiento","2024",339303301.570037
"08111","Alojamiento","2020",78182471.2763499
"08111","Alojamiento","2021",228526460.0354
"14101","Acuicultura","2022",17343768584.5937
"14101","Acuicultura","2023",19233517975.6243
"14101","Acuicultura","2024",15350048666.455
"14101","Acuicultura","2020",13950878258.8631
"14101","Acuicultura","2021",16329853103.5021
"14101","Alojamiento","2022",4156290284.52074
"14101","Alojamiento","2023",4383312265.83141
"14101","Alojamiento","2024",5528317253.77884
"14101","Alojamiento","2020",3657329215.32228
"14101","Alojamiento","2021",4057686828.42742
"14101","Turismo","2022",432900645.497467
"14101","Turismo","2023",862050551.375541
"14101","Turismo","2024",958204224.934983
"14101","Turismo","2020",65880766.7628833
"14101","Turismo","2021",132108869.7568
"14101","Pesca","2022",6384701577.45861
"14101","Pesca","2023",6187804475.71595
"14101","Pesca","2024",6840159473.09113
"14101","Pesca","2020",4259591944.44101
"14101","Pesca","2021",4669648698.20222
"14101","Transporte","2022",5738055375.14661
"14101","Transporte","2023",3957983169.27108
"14101","Transporte","2024",14278738475.4351
"14101","Transporte","2020",6924840425.82061
"14101","Transporte","2021",4944292038.88992
"05101","Transporte","2022",143347692764.443
"05101","Transporte","2023",97953286549.3893
"05101","Transporte","2024",94309091503.0199
"05101","Transporte","2020",169557951098.793
"05101","Transporte","2021",108560271516.832
"05101","Turismo","2022",1567592407.85913
"05101","Turismo","2023",1677361534.86362
"05101","Turismo","2024",3510425541.49077
"05101","Turismo","2020",1676121578.94775
"05101","Turismo","2021",1490482814.12365
"05101","Alojamiento","2022",3108649234.9396
"05101","Alojamiento","2023",3269977319.89121
"05101","Alojamiento","2024",2230479323.63353
"05101","Alojamiento","2020",1558194874.5235
"05101","Alojamiento","2021",2912756104.25637
"05101","Pesca","2022",1352029467.70467
"05101","Pesca","2023",1719811567.46046
"05101","Pesca","2024",3326058561.27746
"05101","Pesca","2020",645654514.012874
"05101","Pesca","2021",613100503.001984
"07309","Alojamiento","2022",0
"07309","Alojamiento","2023",0
"07309","Alojamiento","2024",0
"07309","Alojamiento","2020",382027919.468583
"07309","Alojamiento","2021",444594705.119517
"05109","Alojamiento","2022",5799850373.18354
"05109","Alojamiento","2023",6567984279.90412
"05109","Alojamiento","2024",5048336720.3187
"05109","Alojamiento","2020",4660178242.41062
"05109","Alojamiento","2021",4016725235.61345
"05109","Turismo","2022",29698595907.9957
"05109","Turismo","2023",18961780501.2588
"05109","Turismo","2024",18372915375.2699
"05109","Turismo","2020",6329340823.74265
"05109","Turismo","2021",16727946218.3393
"05109","Acuicultura","2022",0
"05109","Acuicultura","2023",0
"05109","Acuicultura","2024",6484029188.38997
"05109","Acuicultura","2020",0
"05109","Acuicultura","2021",0
